Compound_name,smiles,Molecular_Formula,CAS,InChI_Key,InChI,PubChemID,ID,aliphatic_carboxylic_acids,aliphatic_hydroxyl_groups,aliphatic_hydroxyl_groups_excluding_tert-OH,N_functional_groups_attached_to_aromatics,Aromatic_carboxylic_acide,aromatic_nitrogens,aromatic_amines,aromatic_hydroxyl_groups,carboxylic_acids,carbonyl_O,"carbonyl_O,_excluding_COOH",thiocarbonyl,C(OH)CCN-Ctert-alkyl_or_C(OH)CCNcyclic,Imines,Tertiary_amines,Secondary_amines,Primary_amines,hydroxylamine_groups,XCCNR_groups,"tert-alicyclic_amines_(no_heteroatoms,_not_quinine-like_bridged_N)",H-pyrrole_nitrogens,thiol_groups,aldehydes,alkyl_carbamates_(subject_to_hydrolysis),alkyl_halides,allylic_oxidation_sites_excluding_steroid_dienone,amides,amidine_groups,anilines,aryl_methyl_sites_for_hydroxylation,azide_groups,azo_groups,barbiturate_groups,benzene_rings,benzodiazepines_with_no_additional_fused_rings,Bicyclic,diazo_groups,dihydropyridines,epoxide_rings,esters,ether_oxygens_(including_phenoxy),furan_rings,guanidine_groups,halogens,hydrazine_groups,hydrazone_groups,imidazole_rings,imide_groups,isocyanates,isothiocyanates,ketones,"ketones_excluding_diaryl,_a,b-unsat._dienones,_heteroatom_on_Calpha",beta_lactams,cyclic_esters_(lactones),methoxy_groups_-OCH3,morpholine_rings,nitriles,nitro_groups,nitro_benzene_ring_substituents,non-ortho_nitro_benzene_ring_substituents,"nitroso_groups,_excluding_NO2",oxazole_rings,oxime_groups,para-hydroxylation_sites,phenols,phenolic_OH_excluding_ortho_intramolecular_Hbond_substituents,phosphoric_acid_groups,phosphoric_ester_groups,piperdine_rings,piperzine_rings,primary_amides,primary_sulfonamides,pyridine_rings,quarternary_nitrogens,thioether,sulfonamides,sulfone_groups,terminal_acetylenes,tetrazole_rings,thiazole_rings,thiocyanates,thiophene_rings,unbranched_alkanes_of_at_least_4_members_(excludes_halogenated_alkanes),urea_groups
"N,N-Diphenylformamidine",C1=CC=C(C=C1)NC=NC2=CC=CC=C2,C13H12N2,C622151,ZQUVDXMUKIVNOW-UHFFFAOYSA-N,"InChI=1S/C13H12N2/c1-3-7-12(8-4-1)14-11-15-13-9-5-2-6-10-13/h1-11H,(H,14,15)",94888,71511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Bis(phenylthio)ethane",C1=CC=C(C=C1)SCCSC2=CC=CC=C2,C14H14S2,C622208,MHCVYAFXPIMYRD-UHFFFAOYSA-N,"InChI=1S/C14H14S2/c1-3-7-13(8-4-1)15-11-12-16-14-9-5-2-6-10-14/h1-10H,11-12H2",69317,49682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Cyclohexyl propionate,CCC(=O)OC1CCCCC1,C9H16O2,C6222351,MAMMVUWCKMOLSG-UHFFFAOYSA-N,"InChI=1S/C9H16O2/c1-2-9(10)11-8-6-4-3-5-7-8/h8H,2-7H2,1H3",61375,43114,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-Oxo-9H-fluorene-4-carboxylic acid,C1=CC=C2C(=C1)C3=C(C2=O)C=CC=C3C(=O)O,C14H8O3,C6223832,AFQYQSWTVCNJQT-UHFFFAOYSA-N,"InChI=1S/C14H8O3/c15-13-9-5-2-1-4-8(9)12-10(13)6-3-7-11(12)14(16)17/h1-7H,(H,16,17)",80361,59239,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(Trimethylsilyl)-1-propyne,CC#C[Si](C)(C)C,C6H12Si,C6224915,DCGLONGLPGISNX-UHFFFAOYSA-N,"InChI=1S/C6H12Si/c1-5-6-7(2,3)4/h1-4H3",80363,59241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N,N-Dimethylpentanamide",CCCCC(=O)N(C)C,C7H15NO,C6225065,BNODIVYXTGTUPS-UHFFFAOYSA-N,"InChI=1S/C7H15NO/c1-4-5-6-7(9)8(2)3/h4-6H2,1-3H3",80365,59243,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Ethyl-p-toluidine,CCNC1=CC=C(C=C1)C,C9H13N,C622571,AASABFUMCBTXRL-UHFFFAOYSA-N,"InChI=1S/C9H13N/c1-3-10-9-6-4-8(2)5-7-9/h4-7,10H,3H2,1-2H3",61164,42923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Chloro-4-ethoxybenzene,CCOC1=CC=C(C=C1)Cl,C8H9ClO,C622617,IXLSVQMYQRAMEW-UHFFFAOYSA-N,"InChI=1S/C8H9ClO/c1-2-10-8-5-3-7(9)4-6-8/h3-6H,2H2,1H3",69326,49690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p-Dimethylaminophenylazophenylarsonic acid,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[As](=O)(O)O,C14H16AsN3O3,C622684,VESQGSDAHXGDIU-UHFFFAOYSA-N,"InChI=1S/C14H16AsN3O3/c1-18(2)14-9-7-13(8-10-14)17-16-12-5-3-11(4-6-12)15(19,20)21/h3-10H,1-2H3,(H2,19,20,21)",94822,71451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Phenyl-1-butyne,CCC#CC1=CC=CC=C1,C10H10,C622764,FFFMSANAQQVUJA-UHFFFAOYSA-N,"InChI=1S/C10H10/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2H2,1H3",69328,49692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclopropanecarboxamide,C1CC1C(=O)N,C4H7NO,C6228735,AIMMVWOEOZMVMS-UHFFFAOYSA-N,"InChI=1S/C4H7NO/c5-4(6)3-1-2-3/h3H,1-2H2,(H2,5,6)",80376,59252,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Chlorobenzyl bromide,C1=CC(=CC=C1CBr)Cl,C7H6BrCl,C622957,KQNBRMUBPRGXSL-UHFFFAOYSA-N,"InChI=1S/C7H6BrCl/c8-5-6-1-3-7(9)4-2-6/h1-4H,5H2",69329,49693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Chloro-4-ethylbenzene,CCC1=CC=C(C=C1)Cl,C8H9Cl,C622980,GPOFSFLJOIAMSA-UHFFFAOYSA-N,"InChI=1S/C8H9Cl/c1-2-7-3-5-8(9)6-4-7/h3-6H,2H2,1H3",69330,49694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,6-Dimethoxypyridine",COC1=NC(=CC=C1)OC,C7H9NO2,C6231181,IBTGEEMBZJBBSH-UHFFFAOYSA-N,"InChI=1S/C7H9NO2/c1-9-6-4-3-5-7(8-6)10-2/h3-5H,1-2H3",80378,59253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Furfuryl butyrate,CCCC(=O)OCC1=CC=CO1,C9H12O3,C623212,IXISGRHWGVGCAK-UHFFFAOYSA-N,"InChI=1S/C9H12O3/c1-2-4-9(10)12-7-8-5-3-6-11-8/h3,5-6H,2,4,7H2,1H3",61167,42926,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,2,3-Trimethyldecane",CCCCCCCC(C)C(C)(C)C,C13H28,C62338094,BWEUYKNMLNSHIJ-UHFFFAOYSA-N,"InChI=1S/C13H28/c1-6-7-8-9-10-11-12(2)13(3,4)5/h12H,6-11H2,1-5H3",112483,85654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1,2-Dichloroethyl ethyl ether",CCOC(CCl)Cl,C4H8Cl2O,C623461,NNBUKAPOVBEMNI-UHFFFAOYSA-N,"InChI=1S/C4H8Cl2O/c1-2-7-4(6)3-5/h4H,2-3H2,1H3",79077,58113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethyl cyanoformate,CCOC(=O)C#N,C4H5NO2,C623494,MSMGXWFHBSCQFB-UHFFFAOYSA-N,"InChI=1S/C4H5NO2/c1-2-7-4(6)3-5/h2H2,1H3",69336,49700,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Naphthalenecarboxamide, 1-hydroxy-",C1=CC=C2C(=C1)C=CC(=C2O)C(=O)N,C11H9NO2,C62353804,ZTXWIKHKNGFJAX-UHFFFAOYSA-N,"InChI=1S/C11H9NO2/c12-11(14)9-6-5-7-3-1-2-4-8(7)10(9)13/h1-6,13H,(H2,12,14)",112837,85924,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Acetyl-3-methylurea,CC(=O)NC(=O)NC,C4H8N2O2,C623596,XRVHSOXXNQTWAW-UHFFFAOYSA-N,"InChI=1S/C4H8N2O2/c1-3(7)6-4(8)5-2/h1-2H3,(H2,5,6,7,8)",69337,49701,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ethyl 3-chloropropionate,CCOC(=O)CCCl,C5H9ClO2,C623712,ZCLGVXACCAZJOX-UHFFFAOYSA-N,"InChI=1S/C5H9ClO2/c1-2-8-5(7)3-4-6/h2-4H2,1H3",69341,49705,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O,S-Diethyl dithiocarbonate",CCOC(=S)SCC,C5H10OS2,C623790,JGZZEAPGGFAOAY-UHFFFAOYSA-N,"InChI=1S/C5H10OS2/c1-3-6-5(7)8-4-2/h3-4H2,1-2H3",69342,49706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dipropyl carbonate,CCCOC(=O)OCCC,C7H14O3,C623961,VUPKGFBOKBGHFZ-UHFFFAOYSA-N,"InChI=1S/C7H14O3/c1-3-5-9-7(8)10-6-4-2/h3-6H2,1-2H3",69344,49708,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bis(2-chloroethyl) carbonate,C(CCl)OC(=O)OCCCl,C5H8Cl2O3,C623972,WQULVXNWEYLDJY-UHFFFAOYSA-N,InChI=1S/C5H8Cl2O3/c6-1-3-9-5(8)10-4-2-7/h1-4H2,69345,49709,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyclohexyl hexanoate,CCCCCC(=O)OC1CCCCC1,C12H22O2,C6243103,DTNOERNOMHQUCN-UHFFFAOYSA-N,"InChI=1S/C12H22O2/c1-2-3-5-10-12(13)14-11-8-6-4-7-9-11/h11H,2-10H2,1H3",80388,59259,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Methyl levulinate,CC(=O)CCC(=O)OC,C6H10O3,C624453,UAGJVSRUFNSIHR-UHFFFAOYSA-N,"InChI=1S/C6H10O3/c1-5(7)3-4-6(8)9-2/h3-4H2,1-2H3",69354,49718,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Dihydroxypropyl propionate",CCC(=O)OCC(CO)O,C6H12O4,C624475,AALUCPRYHRPMAG-UHFFFAOYSA-N,"InChI=1S/C6H12O4/c1-2-6(9)10-4-5(8)3-7/h5,7-8H,2-4H2,1H3",117335,88968,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N,N-Diallylaniline",C=CCN(CC=C)C1=CC=CC=C1,C12H15N,C6247003,CJIPLMHXHKPZGM-UHFFFAOYSA-N,"InChI=1S/C12H15N/c1-3-10-13(11-4-2)12-8-6-5-7-9-12/h3-9H,1-2,10-11H2",96202,72669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dichloro-3-methylbutane",CC(C)(CCCl)Cl,C5H10Cl2,C624964,QGCOTJZDMVMLRQ-UHFFFAOYSA-N,"InChI=1S/C5H10Cl2/c1-5(2,7)3-4-6/h3-4H2,1-2H3",69358,49721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-(4-Chlorophenyl)-2-methylpropanoic acid,CC(C)(C1=CC=C(C=C1)Cl)C(=O)O,C10H11ClO2,C6258306,SSFDAZXGUKDEAH-UHFFFAOYSA-N,"InChI=1S/C10H11ClO2/c1-10(2,9(12)13)7-3-5-8(11)6-4-7/h3-6H,1-2H3,(H,12,13)",80406,59275,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Methoxy-alpha-toluenethiol,COC1=CC=C(C=C1)CS,C8H10OS,C6258602,PTDVPWWJRCOIIO-UHFFFAOYSA-N,"InChI=1S/C8H10OS/c1-9-8-4-2-7(6-10)3-5-8/h2-5,10H,6H2,1H3",80407,59276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Chlorobenzyl mercaptan,C1=CC(=CC=C1CS)Cl,C7H7ClS,C6258668,GKQXPTHQTXCXEV-UHFFFAOYSA-N,"InChI=1S/C7H7ClS/c8-7-3-1-6(5-9)2-4-7/h1-4,9H,5H2",80409,59278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Pentyn-1-ol,CCC#CCO,C5H8O,C6261229,WLPYSOCRPHTIDZ-UHFFFAOYSA-N,"InChI=1S/C5H8O/c1-2-3-4-5-6/h6H,2,5H2,1H3",80421,59290,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butanoic acid, (3-oxo-1(3H)-isobenzofuranylidene)di-4,1-phenylene ester",CCCC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3C(=O)O2)C4=CC=C(C=C4)OC(=O)CCC,C28H26O6,C62625154,JKODXQNSKLMPQT-UHFFFAOYSA-N,"InChI=1S/C28H26O6/c1-3-7-25(29)32-21-15-11-19(12-16-21)28(24-10-6-5-9-23(24)27(31)34-28)20-13-17-22(18-14-20)33-26(30)8-4-2/h5-6,9-18H,3-4,7-8H2,1-2H3",98158,74373,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Isopropylbenzenethiol,CC(C)C1=CC=CC=C1S,C9H12S,C6262879,QEDRUXIMTJVXFL-UHFFFAOYSA-N,"InChI=1S/C9H12S/c1-7(2)8-5-3-4-6-9(8)10/h3-7,10H,1-2H3",96003,72506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Methyl-4-heptanone,CCCC(=O)CC(C)C,C8H16O,C626335,AKRJXOYALOGLHQ-UHFFFAOYSA-N,"InChI=1S/C8H16O/c1-4-5-8(9)6-7(2)3/h7H,4-6H2,1-3H3",69378,49740,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benzyl ethyl sulfide,CCSCC1=CC=CC=C1,C9H12S,C6263623,NTAIOEZEVLVLLW-UHFFFAOYSA-N,"InChI=1S/C9H12S/c1-2-10-8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",80431,59299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ethyl allophanate,CCOC(=O)NC(=O)N,C4H8N2O3,C626368,PIHPSKJRLDSJPX-UHFFFAOYSA-N,"InChI=1S/C4H8N2O3/c1-2-9-4(8)6-3(5)7/h2H2,1H3,(H3,5,6,7,8)",69380,49742,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4-Methylpiperidine,CC1CCNCC1,C6H13N,C626584,UZOFELREXGAFOI-UHFFFAOYSA-N,"InChI=1S/C6H13N/c1-6-2-4-7-5-3-6/h6-7H,2-5H2,1H3",69381,49743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proadifen hydrochloride,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl,C23H32ClNO2,C62680,FHIKZROVIDCMJA-UHFFFAOYSA-N,"InChI=1S/C23H31NO2.ClH/c1-4-17-23(20-13-9-7-10-14-20,21-15-11-8-12-16-21)22(25)26-19-18-24(5-2)6-3;/h7-16H,4-6,17-19H2,1-3H3;1H",65341,46100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Bis(2-fluorophenyl)-1,3,4-oxadiazole",C1=CC=C(C(=C1)C2=NN=C(O2)C3=CC=CC=C3F)F,C14H8F2N2O,C62681985,HOVHSZHGKDKRMF-UHFFFAOYSA-N,InChI=1S/C14H8F2N2O/c15-11-7-3-1-5-9(11)13-17-18-14(19-13)10-6-2-4-8-12(10)16/h1-8H,96856,73263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dibutyl sulfite,CCCCOS(=O)OCCCC,C8H18O3S,C626857,FEYYOXFAQQJEIG-UHFFFAOYSA-N,"InChI=1S/C8H18O3S/c1-3-5-7-10-12(9)11-8-6-4-2/h3-8H2,1-2H3",69384,49746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
